"pair","synergy","class"
"26271:763371",-6.8224407,0.0
"26980:3088",-3.8506278,0.0
"67574:608210",+4.2569593,1.0
"85998:169780",-0.4539056,0.0
"747599:747974",-4.6242389,0.0
"747599:747972",-3.3674833,0.0
"118218:34462",-1.7330685,0.0
"745750:752",-2.0470207,0.0
"745750:698037",-2.0100094,0.0
"79037:756645",-5.2079574,0.0
"241240:698037",-2.7804685,0.0
"362856:747972",-3.6757375,0.0
"686673:82151",+1.9592907,1.0
"218321:760766",-0.9272167,0.0
"362856:747974",-8.1361778,0.0
"628503:71423",+14.7973333,1.0
"34462:698037",-5.7261977,0.0
"18509:279836",-0.9411259,0.0
"702294:82151",-0.1704821,0.0
"71423:737754",+4.5370389,1.0
"67574:747972",-3.0606234,0.0
"85998:713563",+2.3160519,1.0
"673596:698037",-2.8773889,0.0
"77213:737754",-6.6628983,0.0
"122819:279836",+0.1451204,0.0
"608210:755986",+7.9807835,1.0
"122758:19893",+0.2324111,0.0
"719627:713563",+4.1526759,1.0
"85998:8806",-3.6649407,0.0
"49842:760766",+4.5355889,1.0
"24559:763371",-8.3525537,0.0
"6396:755986",-4.7493148,0.0
"719627:756645",+0.6082370,0.0
"719345:737754",-2.5689019,0.0
"141540:279836",+2.9189648,1.0
"761432:737754",+10.3145345,1.0
"606869:749226",-1.1161743,0.0
"719345:141540",+0.5609473,0.0
"613327:45388",-4.7962907,0.0
"32065:3088",-5.1461556,0.0
"92859:756645",-6.5332704,0.0
"32065:752",-5.4582037,0.0
"733504:755986",+1.1879981,0.0
"296961:749226",-5.1545667,0.0
"609699:747974",-4.1884907,0.0
"701852:756645",-2.8144204,0.0
"246131:715055",-1.5320796,0.0
"609699:747972",-1.8884667,0.0
"743414:761432",+4.9758278,1.0
"66847:71423",-2.0294222,0.0
"752:82151",-5.4765889,0.0
"762:749226",-4.0735989,0.0
"118218:8806",-3.7256815,0.0
"118218:82151",-1.0041981,0.0
"3088:34462",+0.9836093,0.0
"681239:756645",-3.6964068,0.0
"66847:608210",-0.3928648,0.0
"750:71423",-6.4620741,0.0
"27640:3088",-7.5991389,0.0
"66847:763371",-2.2455650,0.0
"747599:715055",-0.1460407,0.0
"118218:761432",-0.7728833,0.0
"125066:755986",-3.6639278,0.0
"702294:608210",+3.2821593,1.0
"752:19893",-6.6728111,0.0
"747599:79037",-2.1650685,0.0
"3088:756645",-4.7797797,0.0
"1390:71423",-5.3484593,0.0
"79037:713563",-1.5772444,0.0
"67574:749226",+3.4078037,1.0
"45923:752",-3.4467315,0.0
"26271:13875",-8.4972111,0.0
"721517:3088",-10.4710870,0.0
"719344:19893",-1.2223778,0.0
"24559:757441",-3.8777914,0.0
"32065:755986",-1.8549852,0.0
"606869:279836",+0.7176889,0.0
"8806:13875",-0.9204000,0.0
"49842:3088",-3.4385057,0.0
"719344:3088",-4.6045944,0.0
"105014:45388",-4.9875315,0.0
"754143:279836",+5.7862957,1.0
"732517:3088",+1.4208023,1.0
"27640:715055",-0.5667241,0.0
"747972:749226",-2.4577019,0.0
"702294:8806",-5.5786759,0.0
"686673:757441",-4.9736121,0.0
"82151:757441",-1.8003559,0.0
"718781:737754",-0.1109481,0.0
"122758:34462",+0.2620037,0.0
"246131:122819",-1.3341296,0.0
"712807:752",-2.8750481,0.0
"38721:122819",-1.7360885,0.0
"66847:713563",-2.9405311,0.0
"719276:141540",+0.9015222,0.0
"3088:761432",-3.0264563,0.0
"701852:19893",-0.7974200,0.0
"686673:756645",-4.4455630,0.0
"721517:169780",-5.6685796,0.0
"609699:761432",-3.4954222,0.0
"79037:763371",-2.8066064,0.0
"105014:752",-6.5871611,0.0
"34462:122819",-1.4545537,0.0
"8806:757441",-4.8617056,0.0
"409962:122819",-0.6528305,0.0
"733504:737754",-3.4717944,0.0
"125973:737754",+2.3233333,1.0
"628503:713563",+4.7904181,1.0
"26980:122819",-0.1771537,0.0
"750:747974",-5.5452056,0.0
"92859:82151",-17.3893522,0.0
"45923:279836",-0.8246591,0.0
"609699:756645",-4.4163778,0.0
"369100:19893",-0.9009370,0.0
"681239:757441",-3.6730500,0.0
"754143:747972",-0.8363778,0.0
"754143:747974",-0.6800463,0.0
"369100:82151",+0.7361204,0.0
"105014:756645",-5.3582889,0.0
"763371:749226",-1.8091463,0.0
"38721:169780",-0.9447130,0.0
"1390:13875",-6.1041281,0.0
"24559:752",-1.3377222,0.0
"141540:715055",+2.5714537,1.0
"747599:45388",-4.8821827,0.0
"673596:747974",-1.8218630,0.0
"702294:747974",-8.5058889,0.0
"25154:756645",-4.6945278,0.0
"45388:141540",-1.0260278,0.0
"702294:747972",-2.9899389,0.0
"25154:713563",+0.9354611,1.0
"733504:752",-4.4761296,0.0
"109724:763371",-6.0112222,0.0
"102816:713563",+3.5566907,1.0
"241240:71423",-3.6842074,0.0
"750:122819",+0.8172392,0.0
"246131:82151",-0.9915481,0.0
"85998:45388",-5.8922167,0.0
"63878:698037",-4.0328947,0.0
"1390:760766",-1.5098278,0.0
"732517:747972",-2.7124519,0.0
"732517:747974",-3.1934315,0.0
"24559:3088",+10.7256222,1.0
"13875:45388",-4.1869056,0.0
"118218:71423",-5.6654732,0.0
"24559:761432",+9.1839556,1.0
"49842:752",-0.0292130,0.0
"180973:763371",-2.9796037,0.0
"127716:122819",+2.1569722,1.0
"673596:752",-3.0723621,0.0
"719627:13875",-6.7597222,0.0
"761431:749226",-2.9618111,0.0
"747599:13875",-7.1396252,0.0
"606869:79037",-0.5715648,0.0
"740:82151",-1.8458493,0.0
"82151:608210",+2.4244898,1.0
"77213:8806",-2.3156611,0.0
"45388:760766",-5.0017514,0.0
"138783:755986",-1.6550537,0.0
"127716:141540",-1.0517444,0.0
"3088:747972",-1.6573722,0.0
"138783:747974",-0.2446407,0.0
"138783:747972",-2.7132611,0.0
"3088:747974",-1.7583574,0.0
"38721:8806",-3.7815333,0.0
"721517:756645",+1.6463778,1.0
"719344:34462",-1.7423074,0.0
"733504:122819",+2.6058037,1.0
"732517:749226",-2.0668500,0.0
"701852:713563",+8.4054870,1.0
"732517:737754",-1.4876441,0.0
"105014:757441",-4.2341796,0.0
"754143:752",-1.3080741,0.0
"32065:19893",-1.1668704,0.0
"218321:279836",-6.3132520,0.0
"27640:713563",+0.4632907,0.0
"757441:737754",+0.4484670,0.0
"750690:698037",-1.1082524,0.0
"754230:141540",-2.1561827,0.0
"718781:608210",+5.0374576,1.0
"85998:79037",-1.3062389,0.0
"180973:8806",-4.7528389,0.0
"296961:71423",-3.6362950,0.0
"127716:749226",-1.5798296,0.0
"743414:763371",-7.7476852,0.0
"747973:13875",-6.6786648,0.0
"67574:756645",-0.2097019,0.0
"747599:169780",-2.8493926,0.0
"138783:737754",-4.6761149,0.0
"733504:13875",-3.8637037,0.0
"702294:715055",-6.5118056,0.0
"712807:3088",-2.9019704,0.0
"733504:698037",-4.6430611,0.0
"409962:749226",-2.8849056,0.0
"409962:763371",-5.3621556,0.0
"681239:34462",-2.0110389,0.0
"362856:82151",+1.3299617,1.0
"226080:141540",-1.2119963,0.0
"745750:608210",+5.0978814,1.0
"118218:608210",+0.3274926,0.0
"19893:71423",-4.5636611,0.0
"77213:698037",-8.7115122,0.0
"241240:757441",+0.6220296,0.0
"673596:760766",-0.0543204,0.0
"754143:760766",-0.2466074,0.0
"8806:608210",-4.4450000,0.0
"756645:715055",+2.1169630,1.0
"613327:757441",-5.4053481,0.0
"92859:713563",-30.6168963,0.0
"712807:279836",+5.4288278,1.0
"102816:756645",-0.6507019,0.0
"369100:761432",-1.7545972,0.0
"747971:715055",+0.1849574,0.0
"719276:82151",+2.1506648,1.0
"18509:756645",-4.5549074,0.0
"13875:755986",-6.1977439,0.0
"761432:757441",+9.8758796,1.0
"745750:715055",+0.7252128,0.0
"118218:752",-3.8580169,0.0
"756645:3088",-5.1241657,0.0
"71423:279836",+3.4034574,1.0
"246131:608210",+0.1810167,0.0
"141540:756645",-2.6345778,0.0
"715055:737754",+6.8721222,1.0
"125973:8806",-2.3737907,0.0
"102816:34462",+1.9644426,1.0
"686673:45388",-3.8104111,0.0
"609699:737754",-3.3905185,0.0
"732517:757441",-2.2976833,0.0
"606869:737754",-0.7726519,0.0
"25154:698037",-1.5498582,0.0
"27640:760766",-2.1308519,0.0
"296961:13875",-7.3116817,0.0
"125066:756645",-4.3788296,0.0
"732517:763371",-2.1521296,0.0
"715055:763371",-1.9389130,0.0
"3088:19893",-4.0673426,0.0
"681239:752",-1.2973759,0.0
"296961:141540",-3.7227556,0.0
"757441:756645",+3.4385519,1.0
"6396:3088",-5.0120981,0.0
"102816:698037",-1.5227278,0.0
"606869:713563",+2.2431852,1.0
"1390:715055",+0.7881537,0.0
"26271:19893",-1.8161389,0.0
"737754:747974",+2.7977476,1.0
"3053:169780",-1.7464741,0.0
"750690:757441",-4.8512000,0.0
"762:715055",-3.8665056,0.0
"609699:608210",-3.6694815,0.0
"24559:82151",+3.7852693,1.0
"747973:82151",-2.0021055,0.0
"719627:761432",+13.1355722,1.0
"747599:737754",-2.0320651,0.0
"118218:141540",+1.0308611,0.0
"226080:8806",-2.3643370,0.0
"755:763371",-5.9899593,0.0
"32065:13875",-8.2966111,0.0
"718781:3088",-0.7582852,0.0
"409962:3088",-2.5448648,0.0
"169780:608210",-1.9767907,0.0
"6396:715055",+1.0143729,1.0
"747973:79037",-4.1166519,0.0
"92859:761432",-30.0014795,0.0
"92859:71423",-3.5472259,0.0
"138783:13875",-7.5701556,0.0
"63878:755986",-2.3576418,0.0
"38721:749226",-2.4486770,0.0
"25154:752",-4.9614087,0.0
"719344:713563",+4.5169519,1.0
"241240:13875",-4.5322963,0.0
"296961:608210",-1.5940926,0.0
"13875:715055",-2.6158833,0.0
"701852:71423",-4.9871093,0.0
"719627:82151",+5.9020093,1.0
"762:608210",-2.0222931,0.0
"719627:757441",-1.8052370,0.0
"26271:715055",-0.8792778,0.0
"6396:169780",-3.5777870,0.0
"105014:13875",-6.9217944,0.0
"719344:763371",-4.1698852,0.0
"628503:279836",-1.0437250,0.0
"362856:713563",+1.9368793,1.0
"82151:755986",+3.7771820,1.0
"122758:749226",-2.6720037,0.0
"19893:749226",+0.3775074,0.0
"8806:715055",-1.0480753,0.0
"701852:698037",-1.6380339,0.0
"82151:749226",+0.8675148,0.0
"755:3088",-7.5745575,0.0
"747973:19893",-1.2631389,0.0
"34462:79037",-4.1951241,0.0
"733504:757441",-5.1562392,0.0
"613327:749226",-4.4094482,0.0
"745750:756645",-3.7218019,0.0
"34462:141540",-4.3016241,0.0
"180973:141540",-2.3162889,0.0
"369100:760766",-5.3069056,0.0
"732517:761432",+1.4209185,0.0
"118218:19893",-1.3816019,0.0
"721517:279836",-35.0650481,0.0
"122758:715055",+0.0604685,0.0
"226080:45388",-4.5933000,0.0
"721517:19893",+1.9749796,1.0
"26271:34462",+1.8001130,1.0
"25154:3088",-0.8341907,0.0
"19893:747972",-0.5677389,0.0
"19893:747974",-0.1457870,0.0
"732517:122819",+4.3254030,1.0
"85998:760766",-6.8007500,0.0
"369100:279836",+1.7949648,1.0
"681239:71423",-1.6307889,0.0
"755:761432",-3.9468778,0.0
"606869:715055",+3.9156778,1.0
"750690:755986",-4.5336444,0.0
"27640:82151",-3.8528226,0.0
"218321:749226",-1.4436407,0.0
"169780:713563",-3.2521185,0.0
"606869:760766",+0.6785278,0.0
"701852:13875",-5.4125685,0.0
"82151:169780",-0.3724741,0.0
"26980:747974",-2.7189833,0.0
"608210:713563",-0.8400960,0.0
"26980:747972",-0.5026963,0.0
"125066:3088",-2.2296008,0.0
"740:34462",+0.0738966,0.0
"686673:608210",+0.6510926,0.0
"125066:737754",-3.4340904,0.0
"702294:755986",-5.7548986,0.0
"732517:608210",+2.6024943,1.0
"8806:761432",-4.6012510,0.0
"13875:747972",-1.2998736,0.0
"45923:71423",-5.8680659,0.0
"613327:34462",-3.6294315,0.0
"138783:698037",-2.9287063,0.0
"79037:761432",+0.4135679,0.0
"673596:737754",-1.6401537,0.0
"713563:747974",-2.9027500,0.0
"712807:608210",+3.3328519,1.0
"762:8806",-6.0401167,0.0
"757441:763371",-0.1705667,0.0
"608210:761432",+3.6370056,1.0
"362856:13875",-6.5728621,0.0
"3053:19893",+0.1103578,0.0
"733504:82151",+3.9371500,1.0
"63878:763371",-2.8894259,0.0
"718781:747972",-1.0254074,0.0
"718781:747974",-3.8794019,0.0
"733504:763371",-4.1284275,0.0
"745750:19893",-0.9756460,0.0
"732517:141540",+0.0360640,0.0
"362856:45388",-5.5261743,0.0
"752:79037",-2.8031205,0.0
"3053:747972",-0.9211241,0.0
"733504:19893",-0.0264981,0.0
"218321:141540",-2.4994444,0.0
"3053:747974",-3.9318833,0.0
"747972:747974",-4.5325241,0.0
"127716:19893",-2.8597722,0.0
"369100:756645",-5.7051667,0.0
"127716:45388",-3.7115611,0.0
"138783:757441",-3.5348704,0.0
"628503:45388",-0.9613352,0.0
"34462:45388",-0.5429741,0.0
"92859:19893",-1.3272109,0.0
"14229:122819",-1.4729630,0.0
"102816:608210",+0.6022704,0.0
"138783:713563",-1.3189556,0.0
"127716:698037",-1.4606870,0.0
"19893:756645",-0.0629815,0.0
"718781:45388",-2.8231759,0.0
"138783:756645",-3.5339741,0.0
"241240:169780",-0.2940273,0.0
"747971:79037",-1.6791926,0.0
"750690:82151",-1.4482298,0.0
"45388:71423",-3.5964574,0.0
"719276:749226",-2.7464501,0.0
"754230:713563",-1.7156259,0.0
"122819:141540",+0.0546963,0.0
"218321:755986",-0.6874369,0.0
"26271:45388",-5.8098333,0.0
"747971:763371",-5.8602072,0.0
"760766:763371",-2.2922074,0.0
"26980:19893",-3.1684000,0.0
"125066:34462",+3.9898569,1.0
"226080:82151",+1.1248796,1.0
"719345:715055",+1.2521463,1.0
"719344:279836",+3.1814056,1.0
"761432:756645",+6.4929130,1.0
"754143:715055",+7.0635481,1.0
"38721:715055",+0.7592556,0.0
"25154:757441",-2.9715981,0.0
"362856:763371",-8.7370389,0.0
"67574:8806",-3.0928889,0.0
"26980:715055",+1.6597130,1.0
"26271:141540",-2.5253463,0.0
"49842:71423",+2.8944482,1.0
"125973:715055",+11.5938352,1.0
"747599:279836",+4.4126139,1.0
"14229:760766",-1.6138704,0.0
"13875:760766",-6.7729370,0.0
"32065:141540",-2.1512667,0.0
"118218:713563",+2.6241815,1.0
"24559:713563",+0.8249500,0.0
"118218:760766",-3.8811130,0.0
"755:13875",-6.1383981,0.0
"733504:34462",+3.1166852,1.0
"681239:122819",-1.7003019,0.0
"732517:79037",+2.3863593,1.0
"747599:698037",+0.4130824,0.0
"747973:752",-2.8771556,0.0
"38721:608210",+4.7145037,1.0
"82151:747974",+2.8175981,1.0
"754143:8806",-0.1276930,0.0
"63878:82151",-1.3141593,0.0
"45388:737754",-4.3117796,0.0
"49842:756645",+5.1989167,1.0
"369100:747972",-3.1120963,0.0
"369100:747974",-7.4665796,0.0
"180973:79037",-2.5337981,0.0
"686673:79037",+3.5999981,1.0
"14229:749226",-0.6529444,0.0
"122758:82151",-0.2767296,0.0
"66847:8806",-1.4896333,0.0
"761432:760766",+11.6306907,1.0
"745750:71423",-2.7327514,0.0
"719276:3088",-3.2525185,0.0
"67574:13875",-0.2291204,0.0
"77213:141540",+1.4221000,1.0
"26980:761432",-2.6989303,0.0
"609699:122819",-0.9238593,0.0
"763371:760766",+0.3981630,0.0
"77213:3088",-1.7986759,0.0
"747599:760766",-2.1890204,0.0
"18509:3088",-4.5218167,0.0
"756645:122819",-2.1472599,0.0
"127716:761432",+0.7624667,0.0
"241240:3088",-2.7262685,0.0
"613327:713563",+1.2393574,1.0
"681239:19893",-0.1848741,0.0
"613327:752",-5.1842222,0.0
"721517:713563",-32.6396111,0.0
"105014:122819",+1.9984556,1.0
"743414:713563",-2.5207556,0.0
"606869:3088",-2.6859537,0.0
"628503:19893",-1.0314537,0.0
"719344:757441",-3.2236889,0.0
"38721:747972",-2.1417926,0.0
"102816:71423",-5.2737891,0.0
"66847:756645",-0.3601310,0.0
"38721:747974",-1.6338907,0.0
"8806:747972",+1.1794350,0.0
"698037:761432",-1.8474256,0.0
"740:122819",-2.2423918,0.0
"762:79037",-0.3320759,0.0
"8806:747974",-3.7210741,0.0
"755986:757441",-2.5743407,0.0
"67574:757441",-2.6909981,0.0
"26980:141540",-2.3111185,0.0
"719344:756645",-1.0172957,0.0
"715055:760766",+2.7423148,1.0
"718781:79037",+3.3759852,1.0
"409962:34462",-0.2949167,0.0
"745750:82151",+5.2462031,1.0
"702294:756645",-9.5827857,0.0
"673596:79037",-0.1054464,0.0
"628503:763371",+2.6729704,1.0
"740:749226",-4.0392278,0.0
"737754:755986",+7.5010278,1.0
"49842:761432",+3.6773125,1.0
"628503:752",-2.6257741,0.0
"125066:752",-2.2305348,0.0
"45388:761432",-4.2349093,0.0
"82151:713563",+4.6620093,1.0
"34462:279836",-1.5487519,0.0
"747973:761432",+1.6769222,1.0
"606869:761432",+4.1494263,1.0
"762:19893",-1.5095426,0.0
"613327:608210",-2.0755424,0.0
"67574:82151",+2.4615612,1.0
"66847:761432",+5.5541488,1.0
"701852:279836",+9.1322389,1.0
"92859:34462",-23.9505085,0.0
"754230:761432",+3.4265737,1.0
"3088:763371",-6.3716463,0.0
"27640:8806",-6.3340264,0.0
"45923:82151",-2.5079000,0.0
"102816:763371",-1.1668519,0.0
"740:715055",+0.8868324,0.0
"27640:747974",-2.4955463,0.0
"3088:715055",+0.8386426,0.0
"27640:747972",-0.8846926,0.0
"77213:760766",-3.2980185,0.0
"49842:747974",+8.8728981,1.0
"24559:760766",+0.5876667,0.0
"45923:713563",-2.4362481,0.0
"49842:747972",-2.8079500,0.0
"750:34462",+0.3817074,0.0
"756645:749226",-0.6277833,0.0
"71423:608210",+1.0090096,0.0
"719345:752",-2.3899605,0.0
"63878:757441",-1.7083389,0.0
"85998:34462",+0.5175759,0.0
"740:757441",-4.5159171,0.0
"362856:79037",+1.3728506,1.0
"246131:752",-1.3002722,0.0
"740:279836",-1.9251092,0.0
"750690:763371",-5.1338148,0.0
"747973:698037",-1.6144294,0.0
"606869:169780",-1.8817759,0.0
"747971:19893",-2.5099704,0.0
"628503:169780",-3.2560074,0.0
"3053:737754",-3.0287111,0.0
"613327:756645",-5.8416034,0.0
"747971:760766",-6.0271204,0.0
"3088:71423",-6.7617019,0.0
"628503:757441",+3.1290630,1.0
"27640:756645",-2.8648611,0.0
"67574:141540",+1.5217434,1.0
"747599:19893",-0.6059849,0.0
"246131:279836",-1.0500241,0.0
"66847:13875",-5.4550315,0.0
"25154:8806",+1.9479704,1.0
"6396:747974",-3.9633426,0.0
"32065:737754",-3.5006296,0.0
"755986:761432",+8.3300944,1.0
"719344:13875",-7.2469259,0.0
"6396:747972",-2.3472870,0.0
"279836:715055",+15.4471519,1.0
"754143:608210",+0.6454162,0.0
"169780:747974",-4.2138685,0.0
"77213:122819",+5.9653074,1.0
"180973:279836",+7.6928074,1.0
"743414:752",-2.3839259,0.0
"719627:34462",-1.9818352,0.0
"608210:763371",+0.0487481,0.0
"14229:608210",+2.8063089,1.0
"702294:760766",-6.4969286,0.0
"180973:122819",+0.7424741,0.0
"719344:760766",-0.5035296,0.0
"63878:760766",+0.8273667,1.0
"18509:698037",-4.5422825,0.0
"38721:45388",-4.5702741,0.0
"613327:698037",-4.2667069,0.0
"26271:79037",-1.5666259,0.0
"125973:608210",+2.1379093,1.0
"24559:19893",+2.2634042,1.0
"754230:747972",-2.3948778,0.0
"296961:715055",-8.1711762,0.0
"79037:279836",-15.8114218,0.0
"25154:169780",-0.1071833,0.0
"8806:749226",-4.3990772,0.0
"67574:761432",+0.1781019,0.0
"755:756645",-4.2782037,0.0
"743414:279836",+11.1944463,1.0
"719344:752",-3.1254630,0.0
"14229:698037",-2.1578964,0.0
"63878:761432",+0.2973761,0.0
"138783:761432",+5.1056647,1.0
"169780:763371",-2.9236573,0.0
"45923:13875",-7.9403145,0.0
"719276:79037",+0.9192167,0.0
"698037:749226",-1.3973710,0.0
"63878:122819",-0.1422731,0.0
"180973:13875",-7.3989630,0.0
"613327:71423",-4.1686852,0.0
"761431:737754",+4.4985217,1.0
"754230:45388",-4.6719567,0.0
"762:757441",-5.2256516,0.0
"122758:760766",-2.7048000,0.0
"409962:169780",-1.5015204,0.0
"701852:761432",+0.5398204,0.0
"25154:71423",-4.2721259,0.0
"606869:45388",-4.2403204,0.0
"369100:755986",-5.7421333,0.0
"180973:45388",-4.2012411,0.0
"747971:34462",-3.2437241,0.0
"747973:3088",-6.6318305,0.0
"740:19893",-5.6791808,0.0
"24559:45388",-4.2953236,0.0
"63878:141540",-1.0654833,0.0
"733504:715055",+2.6603667,1.0
"747973:763371",-4.1435241,0.0
"102816:3088",-3.4779736,0.0
"27640:761432",+1.3400546,0.0
"721517:122819",-29.2418154,0.0
"686673:760766",-2.6808593,0.0
